graph_id,num_nodes,num_edges,density,avg_degree,min_degree,max_degree,avg_clustering,avg_degree_centrality,max_degree_centrality,diameter,avg_shortest_path,Combinatorial features 
ranked_0_enzyme_mimicB1-501EN373a,336,1535,0.02727434257285,9.13690476190476,2,16,0.574873902552474,0.02727434257285,0.0477611940298507,18,6.61215351812367,
ranked_0_enzyme_mimicB1-501EN258a,322,1459,0.0282308778854898,9.06211180124224,2,16,0.574632372458459,0.0282308778854898,0.0498442367601246,15,5.96669956076701,
ranked_0_enzyme_mimicB1-501EN87c,337,1651,0.0291613678112194,9.79821958456973,3,19,0.547473615253423,0.0291613678112194,0.056547619047619,14,5.62953935283312,
ranked_0_enzyme_mimicB1-501EN26b,325,1676,0.0318328584995252,10.3138461538462,2,18,0.541339212823375,0.0318328584995252,0.0555555555555556,12,4.82968660968661,
ranked_0_enzyme_mimicB1-501EN30c,320,1476,0.0289184952978056,9.225,2,17,0.560066636794578,0.0289184952978056,0.0532915360501567,13,5.54672805642633,
ranked_0_enzyme_mimicB1-501EN61b,323,1564,0.0300751879699248,9.68421052631579,2,17,0.54812615246507,0.0300751879699248,0.0527950310559006,14,5.09409072553507,
ranked_0_enzyme_mimicB1-501EN97a,316,1553,0.0312035362668274,9.82911392405063,2,19,0.541460306924507,0.0312035362668274,0.0603174603174603,13,4.87813944143058,
ranked_0_enzyme_mimicB1-501EN98e,340,1597,0.0277112614957487,9.39411764705882,2,17,0.560588990498159,0.0277112614957487,0.0501474926253687,17,6.12568106888773,
ranked_0_enzyme_mimicB1-501EN341c,332,1666,0.0303206784843301,10.0361445783133,3,17,0.539805513999348,0.0303206784843301,0.0513595166163142,11,5.00302114803625,
ranked_0_enzyme_mimicB1-501EN288b,331,1606,0.0294058408862034,9.70392749244713,2,17,0.548438319968442,0.0294058408862034,0.0515151515151515,11,5.07748786963288,
ranked_0_enzyme_mimicB1-501EN343b,338,1646,0.0289010236510807,9.7396449704142,3,18,0.563717128966868,0.0289010236510807,0.0534124629080119,14,5.32407423665127,
ranked_0_enzyme_mimicB1-501EN307b,332,1677,0.0305208750409493,10.1024096385542,4,19,0.544703623870834,0.0305208750409493,0.0574018126888218,11,4.77967458959706,
ranked_0_enzyme_mimicB1-501EN138a,330,1575,0.0290135396518375,9.54545454545455,2,18,0.550181814620318,0.0290135396518375,0.0547112462006079,14,5.15495993368334,
ranked_0_enzyme_mimicB1-501EN194e,321,1559,0.0303543613707165,9.71339563862928,2,17,0.542902498413768,0.0303543613707165,0.053125,13,4.90835280373832,
ranked_0_enzyme_mimicB1-501EN271b,329,1635,0.0303024686781822,9.93920972644377,4,17,0.545764423410588,0.0303024686781822,0.0518292682926829,11,4.93201868188895,
ranked_0_enzyme_mimicB1-501EN392a,325,1533,0.0291168091168091,9.43384615384615,2,16,0.560627381165842,0.0291168091168091,0.0493827160493827,21,6.42322886989554,
ranked_0_enzyme_mimicB1-501EN43d,333,1635,0.029577770541626,9.81981981981982,3,18,0.541601559738815,0.029577770541626,0.0542168674698795,11,5.05298672166142,
ranked_0_enzyme_mimicB1-501EN326e,336,1700,0.0302061122956645,10.1190476190476,2,17,0.536801842434721,0.0302061122956645,0.0507462686567164,11,4.87546197583511,
ranked_0_enzyme_mimicB1-501EN367e,332,1680,0.0305754741018454,10.1204819277108,5,17,0.540847296946694,0.0305754741018454,0.0513595166163142,11,4.86858006042296,
ranked_0_enzyme_mimicB1-501EN32c,337,1703,0.0300798360887382,10.106824925816,2,20,0.537786514619754,0.0300798360887382,0.0595238095238095,11,5.05086901229334,
ranked_0_enzyme_mimicB1-501EN401d,326,1655,0.0312411514865503,10.1533742331288,2,19,0.539860472287014,0.0312411514865503,0.0584615384615385,12,4.82742803209061,
ranked_0_enzyme_mimicB1-501EN73c,299,1421,0.0318960292698256,9.50501672240803,2,19,0.558545477880568,0.0318960292698256,0.063758389261745,13,5.08940315593365,
ranked_0_enzyme_mimicB1-501EN365d,327,1341,0.0251590026453537,8.20183486238532,4,13,0.609455478262817,0.0251590026453537,0.0398773006134969,23,8.58747490666216,
ranked_0_enzyme_mimicB1-501EN246b,324,1582,0.0302335359094905,9.76543209876543,2,16,0.557194460203719,0.0302335359094905,0.0495356037151703,12,5.0784122615908,
ranked_0_enzyme_mimicB1-501EN12b,321,1508,0.0293613707165109,9.39563862928349,2,18,0.551960367325953,0.0293613707165109,0.05625,12,5.26933411214953,
ranked_0_enzyme_mimicB1-501EN122d,329,1636,0.0303210022981689,9.94528875379939,2,18,0.541953286298897,0.0303210022981689,0.0548780487804878,13,5.01089776855215,
ranked_0_enzyme_mimicB1-501EN352e,340,1674,0.0290473711608537,9.84705882352941,2,17,0.538502272429608,0.0290473711608537,0.0501474926253687,12,5.14013534617387,
ranked_0_enzyme_mimicB1-501EN107a,332,1697,0.030884868780257,10.2228915662651,2,19,0.536375416565604,0.030884868780257,0.0574018126888218,12,4.92325192006698,
ranked_0_enzyme_mimicB1-501EN102d,322,1598,0.0309204543255742,9.92546583850932,2,19,0.559036894883624,0.0309204543255742,0.059190031152648,12,5.17561579690795,
ranked_0_enzyme_mimicB1-501EN403c,336,1676,0.0297796730632552,9.97619047619048,2,17,0.551031471737879,0.0297796730632552,0.0507462686567164,12,4.95600568585643,
ranked_0_enzyme_mimicB1-501EN324d,335,1579,0.0282241487174904,9.42686567164179,2,17,0.548706766845485,0.0282241487174904,0.0508982035928144,16,5.3991956385736,
ranked_0_enzyme_mimicB1-501EN127a,327,1341,0.0251590026453537,8.20183486238532,2,16,0.595060393225531,0.0251590026453537,0.049079754601227,21,7.92251552503705,
ranked_0_enzyme_mimicB1-501EN216e,318,1475,0.0292641311033073,9.27672955974843,2,18,0.570961243200422,0.0292641311033073,0.056782334384858,15,5.87909449834335,
ranked_0_enzyme_mimicB1-501EN400e,333,1527,0.0276240095517204,9.17117117117117,2,15,0.559476576143243,0.0276240095517204,0.0451807228915663,18,5.71230869423641,
ranked_0_enzyme_mimicB1-501EN117b,328,1643,0.0306369806817334,10.0182926829268,2,20,0.543098768082958,0.0306369806817334,0.0611620795107034,13,5.38284105318117,
ranked_0_enzyme_mimicB1-501EN180a,333,1379,0.0249466333803683,8.28228228228228,4,14,0.594931994931994,0.0249466333803683,0.0421686746987952,23,7.78602699084627,
ranked_0_enzyme_mimicB1-501EN157d,340,1598,0.0277286135693215,9.4,4,15,0.5606834178893,0.0277286135693215,0.0442477876106195,15,5.86137428422697,
ranked_0_enzyme_mimicB1-501EN180c,333,1398,0.0252903505915554,8.3963963963964,4,19,0.602708268497741,0.0252903505915554,0.0572289156626506,22,7.18255001989942,
ranked_0_enzyme_mimicB1-501EN5c,335,1580,0.0282420234158549,9.43283582089552,2,18,0.561528969518434,0.0282420234158549,0.0538922155688623,18,6.13736705693091,
ranked_0_enzyme_mimicB1-501EN39c,344,1682,0.0285104074852532,9.77906976744186,4,16,0.557127764031833,0.0285104074852532,0.0466472303206997,17,5.86105837683911,
ranked_0_enzyme_mimicB1-501EN124d,330,1536,0.028295109146173,9.30909090909091,4,16,0.56068784750603,0.028295109146173,0.0486322188449848,14,5.53241226858248,
ranked_0_enzyme_mimicB1-501EN155a,335,1695,0.0302976137277683,10.1194029850746,3,18,0.534819552703662,0.0302976137277683,0.0538922155688623,11,4.90585396371436,
ranked_0_enzyme_mimicB1-501EN200b,333,1484,0.0268461232316654,8.91291291291291,2,15,0.58778325444992,0.0268461232316654,0.0451807228915663,26,9.16512898440609,
ranked_0_enzyme_mimicB1-501EN54a,336,1694,0.0300995024875622,10.0833333333333,4,17,0.535863987689092,0.0300995024875622,0.0507462686567164,10,4.80001776830135,
ranked_0_enzyme_mimicB1-501EN305d,325,1590,0.0301994301994302,9.78461538461539,2,18,0.548900809095379,0.0301994301994302,0.0555555555555556,12,5.09952516619183,
ranked_0_enzyme_mimicB1-501EN94a,324,1609,0.0307495317815235,9.9320987654321,2,17,0.549797977480439,0.0307495317815235,0.0526315789473684,14,5.23510300806482,
ranked_0_enzyme_mimicB1-501EN243a,335,1593,0.0284743944945929,9.51044776119403,4,19,0.566236080253455,0.0284743944945929,0.0568862275449102,12,5.36439360085799,
ranked_0_enzyme_mimicB1-501EN111a,330,1590,0.0292898590770931,9.63636363636364,3,17,0.559375091634449,0.0292898590770931,0.0516717325227964,14,5.14749930920144,
ranked_0_enzyme_mimicB1-501EN354c,336,1619,0.0287668798862829,9.63690476190476,4,18,0.573499864689465,0.0287668798862829,0.0537313432835821,19,6.24012082444918,
ranked_0_enzyme_mimicB1-501EN260a,308,1572,0.0332501374846652,10.2077922077922,2,20,0.544929412441525,0.0332501374846652,0.0651465798045603,10,4.72433267058674,
ranked_0_enzyme_mimicB1-501EN67e,323,1505,0.0289406380401131,9.31888544891641,2,19,0.576309299846858,0.0289406380401131,0.0590062111801242,16,5.77191700478819,
ranked_0_enzyme_mimicB1-501EN139e,331,1592,0.0291495010528243,9.61933534743202,2,17,0.539350729834114,0.0291495010528243,0.0515151515151515,12,4.90519088162593,
ranked_0_enzyme_mimicB1-501EN131e,323,1575,0.0302867142280253,9.75232198142415,4,19,0.555867730666924,0.0302867142280253,0.0590062111801242,12,5.02138338172798,
ranked_0_enzyme_mimicB1-501EN176a,318,1607,0.0318830228359423,10.1069182389937,4,19,0.551028912613263,0.0318830228359423,0.0599369085173502,14,5.10925936948198,
ranked_0_enzyme_mimicB1-501EN66c,330,1625,0.0299346044026895,9.84848484848485,3,18,0.53960250385384,0.0299346044026895,0.0547112462006079,11,4.91483835313623,
ranked_0_enzyme_mimicB1-501EN294c,324,1536,0.029354431831212,9.48148148148148,4,20,0.551443716963726,0.029354431831212,0.0619195046439629,15,5.38776134235371,
ranked_0_enzyme_mimicB1-501EN143b,338,1697,0.0297964988674872,10.0414201183432,2,18,0.525733232907789,0.0297964988674872,0.0534124629080119,11,4.83161554264042,
ranked_0_enzyme_mimicB1-501EN355d,332,1558,0.0283551122920686,9.3855421686747,4,18,0.558735025801822,0.0283551122920686,0.054380664652568,13,5.48394787609653,
ranked_0_enzyme_mimicB1-501EN183a,329,1639,0.0303766031581288,9.96352583586626,4,20,0.536951631789634,0.0303766031581288,0.0609756097560976,10,4.87765957446809,
ranked_0_enzyme_mimicB1-501EN217b,335,1711,0.0305836089015998,10.2149253731343,4,18,0.534804165203639,0.0305836089015998,0.0538922155688623,11,4.85099651443382,
ranked_0_enzyme_mimicB1-501EN242b,325,1495,0.0283950617283951,9.2,2,19,0.571264246457149,0.0283950617283951,0.058641975308642,18,6.21789173789174,
ranked_0_enzyme_mimicB1-501EN398a,335,1689,0.0301903655375816,10.0835820895522,4,17,0.547798882416968,0.0301903655375816,0.0508982035928144,12,5.04599159889177,
ranked_0_enzyme_mimicB1-501EN318d,330,1526,0.0281108961960026,9.24848484848485,2,17,0.563456078977469,0.0281108961960026,0.0516717325227964,21,6.80136317583126,
ranked_0_enzyme_mimicB1-501EN31a,340,1606,0.0278674301579039,9.44705882352941,2,16,0.556722999222999,0.0278674301579039,0.0471976401179941,13,5.62165538781884,
ranked_0_enzyme_mimicB1-501EN318e,330,1678,0.0309109330385926,10.169696969697,2,18,0.539974700977374,0.0309109330385926,0.0547112462006079,11,4.97008381689233,
ranked_0_enzyme_mimicB1-501EN114a,333,1684,0.0304641991388979,10.1141141141141,2,19,0.550593328302306,0.0304641991388979,0.0572289156626506,13,5.17802742501538,
ranked_0_enzyme_mimicB1-501EN355c,332,1657,0.0301568813016416,9.98192771084337,4,17,0.546029479910592,0.0301568813016416,0.0513595166163142,11,4.88881811232847,
ranked_0_enzyme_mimicB1-501EN184a,330,1501,0.0276503638205766,9.0969696969697,2,16,0.577901626992535,0.0276503638205766,0.0486322188449848,18,6.64636639955789,
ranked_0_enzyme_mimicB1-501EN370a,316,1553,0.0312035362668274,9.82911392405063,4,22,0.571935127076552,0.0312035362668274,0.0698412698412698,24,7.49783001808318,
ranked_0_enzyme_mimicB1-501EN193a,337,1542,0.0272361169987283,9.1513353115727,2,17,0.546985153962811,0.0272361169987283,0.0505952380952381,14,5.30501978239367,
ranked_0_enzyme_mimicB1-501EN40a,330,1598,0.0294372294372294,9.68484848484849,2,19,0.545030136363517,0.0294372294372294,0.0577507598784195,13,5.34849405913236,
ranked_0_enzyme_mimicB1-501EN4a,325,1529,0.0290408357075024,9.40923076923077,2,16,0.559067155067155,0.0290408357075024,0.0493827160493827,15,5.94360873694207,
ranked_0_enzyme_mimicB1-501EN159c,323,1588,0.0305366998057804,9.8328173374613,2,19,0.545583195874821,0.0305366998057804,0.0590062111801242,12,5.02213333846124,
ranked_0_enzyme_mimicB1-501EN72b,333,1611,0.0291436014327581,9.67567567567568,4,17,0.550401440597519,0.0291436014327581,0.0512048192771084,12,4.97550562610804,
ranked_0_enzyme_mimicB1-501EN350d,338,1653,0.0290239320141169,9.7810650887574,2,19,0.549517567366368,0.0290239320141169,0.056379821958457,16,5.15135286991028,
